职位名,链接,公司,工作地点,薪资,经验,学历
数据分析师 ,https://www.zhipin.com/job_detail/1412790094.html,诸葛找房,北京,12K-20K,1-3年,本科
数据分析 ,https://www.zhipin.com/job_detail/1413156927.html,华人家道文化传播,武汉,4K-5K,3-5年,大专
商品专员/数据分析 ,https://www.zhipin.com/job_detail/1412765345.html,执御,杭州,5K-8K,1-3年,大专
数据分析师 ,https://www.zhipin.com/job_detail/1412938181.html,米么金服,上海,7K-10K,1-3年,本科
资深数据分析师 ,https://www.zhipin.com/job_detail/1413038783.html,上海数策软件,上海,22K-28K,3-5年,本科
财务数据分析 ,https://www.zhipin.com/job_detail/1412993329.html,布谷鸟科技,深圳,6K-8K,1-3年,大专
数据分析师 ,https://www.zhipin.com/job_detail/1412643906.html,映客直播,北京,25K-35K,3-5年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1413053535.html,滴滴出行,北京,30K-45K,3-5年,本科
数据分析主管(BI) ,https://www.zhipin.com/job_detail/1412602018.html,迈迈车,上海,15K-20K,5-10年,大专
数据分析专员 ,https://www.zhipin.com/job_detail/1413214840.html,有用分期,武汉,4K-6K,1年以内,本科
数据分析师 ,https://www.zhipin.com/job_detail/1413386541.html,百度外卖,北京,10K-20K,3-5年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1413160411.html,银科控股金焕实业,上海,6K-8K,1年以内,本科
数据分析师 ,https://www.zhipin.com/job_detail/1413320635.html,名创优品,广州,3K-6K,1-3年,本科
数据分析 ,https://www.zhipin.com/job_detail/1412827242.html,ASDC,杭州,7K-9K,1-3年,大专
数据分析师 ,https://www.zhipin.com/job_detail/1412604930.html,游族网络,上海,15K-25K,1-3年,本科
汽车数据分析师 ,https://www.zhipin.com/job_detail/1413148179.html,慧数汽车,北京,8K-12K,3-5年,本科
数据分析师/资深数据分析师（数据挖掘） ,https://www.zhipin.com/job_detail/1413264825.html,卷皮网,深圳,13K-25K,5-10年,本科
高级数据分析师（大数据应用） ,https://www.zhipin.com/job_detail/1413043344.html,汽车之家,北京,20K-30K,3-5年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1413412062.html,运满满,南京,8K-15K,3-5年,大专
高级数据分析师 ,https://www.zhipin.com/job_detail/1412989813.html,北京保利票务,北京,18K-25K,3-5年,本科
数据分析主任（crm方向） ,https://www.zhipin.com/job_detail/1412872311.html,宝胜国际,上海,10K-15K,3-5年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1412765608.html,小麦创服,石家庄,2K-4K,1年以内,大专
数据分析 ,https://www.zhipin.com/job_detail/1413198272.html,蓝领钱包,上海,10K-20K,3-5年,本科
高级数据分析师 ,https://www.zhipin.com/job_detail/1412144898.html,北京恒昌利通,北京,20K-40K,1-3年,本科
高级数据分析师 ,https://www.zhipin.com/job_detail/1412838319.html,么么直播,上海,10K-20K,3-5年,本科
高级数据分析师 ,https://www.zhipin.com/job_detail/1413152852.html,去哪儿旅行,北京,15K-30K,3-5年,本科
数据分析 ,https://www.zhipin.com/job_detail/1413157113.html,武汉华人家道,武汉,6K-8K,5-10年,本科
数据分析 ,https://www.zhipin.com/job_detail/1412336481.html,东方收藏,上海,6K-9K,1-3年,大专
制造业 数据分析师 ,https://www.zhipin.com/job_detail/1412731437.html,中软国际,北京,8K-16K,3-5年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1413059468.html,宝宝树,北京,20K-30K,3-5年,本科
产品运营主管（数据分析） ,https://www.zhipin.com/job_detail/1412827055.html,腾展科技,杭州,10K-20K,1-3年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1413202192.html,苏州寒杉数据科技,苏州,4K-8K,经验不限,本科
数据分析 ,https://www.zhipin.com/job_detail/1413031366.html,软通动力,深圳,8K-9K,1-3年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1413211533.html,北京摩拜科技有限公司,北京,15K-30K,经验不限,本科
数据分析师（急招6-8k） ,https://www.zhipin.com/job_detail/1413188171.html,咸鱼科技,福州,6K-8K,3-5年,本科
高级数据分析师 ,https://www.zhipin.com/job_detail/1412812661.html,VIPKID,北京,16K-30K,3-5年,本科
商业数据分析 ,https://www.zhipin.com/job_detail/1413163168.html,美团外卖,北京,15K-30K,3-5年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1413238443.html,eleme,上海,18K-30K,1-3年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1413227187.html,科达股份,北京,12K-24K,经验不限,本科
广告数据分析师 ,https://www.zhipin.com/job_detail/1413237744.html,美图公司,北京,15K-30K,3-5年,本科
高级数据分析师 ,https://www.zhipin.com/job_detail/1413223233.html,同方鼎欣,北京,25K-40K,5-10年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1413391849.html,华云中盛,深圳,8K-16K,经验不限,本科
商业数据分析 ,https://www.zhipin.com/job_detail/1413228776.html,聚力集团,大同,3K-6K,1年以内,本科
数据分析-市场营销方向 ,https://www.zhipin.com/job_detail/1412916171.html,悠融资产,上海,10K-20K,3-5年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1413390083.html,上海众调信息科技,上海,6K-12K,1-3年,本科
旅游数据分析师 ,https://www.zhipin.com/job_detail/1412976955.html,人民在线,北京,7K-10K,1-3年,本科
安全数据分析师 ,https://www.zhipin.com/job_detail/1413007841.html,国美控股集团,北京,15K-25K,3-5年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1412591834.html,万顺叫车北京分公司,北京,4K-6K,1-3年,高中
数据分析员 ,https://www.zhipin.com/job_detail/1412765817.html,安徽经典,合肥,3K-5K,1-3年,本科
商业数据分析 ,https://www.zhipin.com/job_detail/1412984322.html,深圳立欧实业有限公司,深圳,4K-8K,1-3年,大专
数据分析师-风控 ,https://www.zhipin.com/job_detail/1413303822.html,银客集团,北京,15K-25K,1-3年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1412425172.html,Boss直聘,北京,20K-30K,3-5年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1412981270.html,微影时代,北京,10K-20K,1-3年,本科
数据分析专员 ,https://www.zhipin.com/job_detail/1412808943.html,丹枫科技,北京,5K-8K,1年以内,大专
助理（数据分析） ,https://www.zhipin.com/job_detail/1412880765.html,亿达信息,上海,5K-6K,1-3年,大专
数据分析 ,https://www.zhipin.com/job_detail/1412826901.html,ASDC,杭州,7K-9K,1-3年,大专
运营数据分析师 ,https://www.zhipin.com/job_detail/1412973193.html,诚毅软件,广州,8K-12K,3-5年,本科
数据分析员 ,https://www.zhipin.com/job_detail/1412889165.html,上海优唯,上海,4K-6K,经验不限,大专
数据分析师 ,https://www.zhipin.com/job_detail/1412812306.html,CreditX,上海,10K-15K,1-3年,本科
数据分析运营专员 ,https://www.zhipin.com/job_detail/1413222047.html,58集团,东莞,6K-8K,经验不限,高中
数据分析师 ,https://www.zhipin.com/job_detail/1412448636.html,饿了么,上海,10K-20K,1-3年,本科
数据分析员 ,https://www.zhipin.com/job_detail/1412738125.html,南京万得,南京,4K-6K,1-3年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1413241040.html,途牛旅游网,上海,15K-20K,3-5年,本科
高级数据分析师 ,https://www.zhipin.com/job_detail/1412895926.html,唯品会,上海,20K-40K,5-10年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1412425541.html,饿了么公司,上海,12K-20K,1-3年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1412421529.html,上海久耶供应链管理,上海,18K-28K,3-5年,本科
数据分析（东湖高新） ,https://www.zhipin.com/job_detail/1413402803.html,天恒信息,武汉,3K-4K,1-3年,本科
数据分析 ,https://www.zhipin.com/job_detail/1413241214.html,脉讯在线,烟台,3K-4K,经验不限,大专
贷后数据分析 ,https://www.zhipin.com/job_detail/1412815357.html,第一车贷,北京,8K-15K,1-3年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1412033000.html,美团点评,北京,9K-18K,3-5年,本科
数据分析挖掘/自然语言处理实习生 ,https://www.zhipin.com/job_detail/1413180521.html,和讯网,上海,4K-6K,经验不限,硕士
资深数据分析师 ,https://www.zhipin.com/job_detail/1412849719.html,腾云天下,深圳,20K-30K,经验不限,不限
数据分析师 ,https://www.zhipin.com/job_detail/1413025318.html,信通埃森哲,北京,15K-20K,1-3年,硕士
数据分析与管理 ,https://www.zhipin.com/job_detail/1413245865.html,凤凰金融,北京,15K-25K,3-5年,本科
商业数据分析 ,https://www.zhipin.com/job_detail/1412741007.html,美团外卖,温州,8K-9K,3-5年,大专
数据分析师（成都） ,https://www.zhipin.com/job_detail/1413393078.html,宝宝巴士,成都,6K-12K,1-3年,不限
风控数据分析 ,https://www.zhipin.com/job_detail/1412906593.html,我来贷WeLab,深圳,10K-20K,1-3年,本科
数据分析实习生 ,https://www.zhipin.com/job_detail/1412764919.html,美团点评,北京,2K-4K,应届生,本科
数据分析师 ,https://www.zhipin.com/job_detail/1413357286.html,北京幼狮科技有限公司,北京,4K-6K,1年以内,大专
数据分析师（产品运营/需求分析） ,https://www.zhipin.com/job_detail/1413225919.html,六度人和,深圳,10K-20K,1-3年,本科
风控数据分析 ,https://www.zhipin.com/job_detail/1413213655.html,美团点评,北京,20K-35K,3-5年,本科
数据分析高级经理/总监 ,https://www.zhipin.com/job_detail/1413384540.html,海外时尚平台,上海,10K-20K,3-5年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1412704335.html,捷融金服,深圳,15K-30K,1-3年,本科
商业数据分析 ,https://www.zhipin.com/job_detail/1413091847.html,viishow,深圳,5K-6K,1-3年,本科
高级数据分析师 ,https://www.zhipin.com/job_detail/1413343612.html,上海燕致网络科技,上海,15K-25K,3-5年,硕士
数据分析师 ,https://www.zhipin.com/job_detail/1413025949.html,博虎科技,北京,30K-50K,3-5年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1413148395.html,京东,北京,15K-30K,经验不限,硕士
高级数据分析经理／总监 ,https://www.zhipin.com/job_detail/1413192584.html,宜信公司,北京,50K-70K,10年以上,本科
商品数据分析（五险一金） ,https://www.zhipin.com/job_detail/1413110972.html,杭州泽远服饰有限公司,杭州,5K-10K,1-3年,高中
数据分析师 ,https://www.zhipin.com/job_detail/1413066945.html,浩森时贷,深圳,5K-8K,1-3年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1412293433.html,深圳萨摩耶金服,上海,13K-25K,1-3年,本科
高级数据分析师 ,https://www.zhipin.com/job_detail/1412549441.html,知道创宇,成都,14K-25K,3-5年,本科
数据分析员 ,https://www.zhipin.com/job_detail/1413266073.html,信华点睛,杭州,5K-10K,经验不限,本科
商品数据分析 ,https://www.zhipin.com/job_detail/1413315321.html,广东骆驼服饰有限公司,广州,5K-7K,1-3年,大专
运营部门助理 数据分析专员 ,https://www.zhipin.com/job_detail/1412247139.html,巨拓科技,深圳,5K-8K,1-3年,大专
商业数据分析 ,https://www.zhipin.com/job_detail/1413122698.html,联屏科技,中山,4K-8K,1-3年,本科
电信资深数据分析工程师 ,https://www.zhipin.com/job_detail/1413099550.html,亚信科技,北京,15K-30K,3-5年,本科
数据分析岗 ,https://www.zhipin.com/job_detail/1413413480.html,百度,北京,11K-15K,3-5年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1413136126.html,绿瘦健康产业集团,广州,6K-8K,1-3年,本科
数据分析专员 ,https://www.zhipin.com/job_detail/1413328009.html,成都蚂蚁集团,成都,2K-4K,经验不限,大专
商业数据分析师 ,https://www.zhipin.com/job_detail/1413161679.html,美利金融,上海,15K-25K,3-5年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1413256449.html,viready,北京,10K-15K,3-5年,硕士
数据分析 ,https://www.zhipin.com/job_detail/1413333284.html,博彦,上海,15K-20K,3-5年,本科
高级数据分析师 ,https://www.zhipin.com/job_detail/1413365817.html,腾讯,北京,20K-40K,3-5年,本科
互联网广告投放数据分析优化实习生 ,https://www.zhipin.com/job_detail/1413135478.html,虎鱼网络,广州,1K-2K,经验不限,本科
数据分析专员 ,https://www.zhipin.com/job_detail/1413186666.html,婵之云,上海,4K-6K,1年以内,大专
数据分析师 ,https://www.zhipin.com/job_detail/1412282283.html,武汉佰钧成,西安,5K-10K,经验不限,本科
运营专员 数据分析 ,https://www.zhipin.com/job_detail/1413282789.html,软通动力集团,南昌,6K-10K,1-3年,本科
运营专员-数据分析 ,https://www.zhipin.com/job_detail/1413282763.html,软通动力集团,厦门,6K-10K,1-3年,本科
助理数据分析师 ,https://www.zhipin.com/job_detail/1413384752.html,航海图,北京,6K-7K,经验不限,本科
数据分析师 ,https://www.zhipin.com/job_detail/1412657210.html,南京万得,南京,4K-6K,经验不限,本科
数据分析师 ,https://www.zhipin.com/job_detail/1411954364.html,阿里巴巴集团,杭州,25K-50K,3-5年,硕士
数据分析--运营 ,https://www.zhipin.com/job_detail/1413346359.html,江苏电信,南京,6K-12K,3-5年,本科
数据分析 ,https://www.zhipin.com/job_detail/1412998077.html,海尔金控,青岛,10K-15K,3-5年,本科
商业数据分析 ,https://www.zhipin.com/job_detail/1412755422.html,数能科技,北京,10K-15K,1-3年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1413350391.html,中广宽媒,西安,3K-4K,1年以内,大专
商业数据分析 ,https://www.zhipin.com/job_detail/1412692380.html,优信集团,北京,10K-20K,1-3年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1412223909.html,爱回收,上海,15K-25K,3-5年,本科
数据分析经理 ,https://www.zhipin.com/job_detail/1412676047.html,美团点评,北京,30K-50K,5-10年,本科
数据分析助理（惠阳淡水） ,https://www.zhipin.com/job_detail/1412806867.html,迅丰信,惠州,2K-4K,1年以内,高中
数据分析师 ,https://www.zhipin.com/job_detail/1411757575.html,蓝创集团,济南,3K-5K,1年以内,大专
数据分析 ,https://www.zhipin.com/job_detail/1412499666.html,法本信息,深圳,6K-8K,1-3年,本科
数据分析工程师 ,https://www.zhipin.com/job_detail/1413160159.html,百度,北京,20K-40K,3-5年,本科
风控数据分析-成都 ,https://www.zhipin.com/job_detail/1412104029.html,京东,成都,8K-15K,1-3年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1412701079.html,作业盒子,北京,15K-25K,1-3年,本科
交行线上金融中心-数据分析 ,https://www.zhipin.com/job_detail/1412732875.html,交银企服高科分公司,上海,10K-20K,1-3年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1412102261.html,搜狗,北京,20K-40K,1-3年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1413134248.html,海尔集团,青岛,10K-15K,3-5年,本科
高级数据分析师(技术) ,https://www.zhipin.com/job_detail/1413321962.html,票据宝,深圳,15K-30K,3-5年,本科
商业数据分析 ,https://www.zhipin.com/job_detail/1412755422.html,数能科技,北京,10K-15K,1-3年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1413350391.html,中广宽媒,西安,3K-4K,1年以内,大专
商业数据分析 ,https://www.zhipin.com/job_detail/1412692380.html,优信集团,北京,10K-20K,1-3年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1412223909.html,爱回收,上海,15K-25K,3-5年,本科
数据分析经理 ,https://www.zhipin.com/job_detail/1412676047.html,美团点评,北京,30K-50K,5-10年,本科
数据分析助理（惠阳淡水） ,https://www.zhipin.com/job_detail/1412806867.html,迅丰信,惠州,2K-4K,1年以内,高中
数据分析师 ,https://www.zhipin.com/job_detail/1411757575.html,蓝创集团,济南,3K-5K,1年以内,大专
数据分析 ,https://www.zhipin.com/job_detail/1412499666.html,法本信息,深圳,6K-8K,1-3年,本科
数据分析工程师 ,https://www.zhipin.com/job_detail/1413160159.html,百度,北京,20K-40K,3-5年,本科
风控数据分析-成都 ,https://www.zhipin.com/job_detail/1412104029.html,京东,成都,8K-15K,1-3年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1412701079.html,作业盒子,北京,15K-25K,1-3年,本科
交行线上金融中心-数据分析 ,https://www.zhipin.com/job_detail/1412732875.html,交银企服高科分公司,上海,10K-20K,1-3年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1412102261.html,搜狗,北京,20K-40K,1-3年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1413134248.html,海尔集团,青岛,10K-15K,3-5年,本科
高级数据分析师(技术) ,https://www.zhipin.com/job_detail/1413321962.html,票据宝,深圳,15K-30K,3-5年,本科
商业数据分析 ,https://www.zhipin.com/job_detail/1412755422.html,数能科技,北京,10K-15K,1-3年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1413350391.html,中广宽媒,西安,3K-4K,1年以内,大专
商业数据分析 ,https://www.zhipin.com/job_detail/1412692380.html,优信集团,北京,10K-20K,1-3年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1412223909.html,爱回收,上海,15K-25K,3-5年,本科
数据分析经理 ,https://www.zhipin.com/job_detail/1412676047.html,美团点评,北京,30K-50K,5-10年,本科
数据分析助理（惠阳淡水） ,https://www.zhipin.com/job_detail/1412806867.html,迅丰信,惠州,2K-4K,1年以内,高中
数据分析师 ,https://www.zhipin.com/job_detail/1411757575.html,蓝创集团,济南,3K-5K,1年以内,大专
数据分析 ,https://www.zhipin.com/job_detail/1412499666.html,法本信息,深圳,6K-8K,1-3年,本科
数据分析工程师 ,https://www.zhipin.com/job_detail/1413160159.html,百度,北京,20K-40K,3-5年,本科
风控数据分析-成都 ,https://www.zhipin.com/job_detail/1412104029.html,京东,成都,8K-15K,1-3年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1412701079.html,作业盒子,北京,15K-25K,1-3年,本科
交行线上金融中心-数据分析 ,https://www.zhipin.com/job_detail/1412732875.html,交银企服高科分公司,上海,10K-20K,1-3年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1412102261.html,搜狗,北京,20K-40K,1-3年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1413134248.html,海尔集团,青岛,10K-15K,3-5年,本科
高级数据分析师(技术) ,https://www.zhipin.com/job_detail/1413321962.html,票据宝,深圳,15K-30K,3-5年,本科
商业数据分析 ,https://www.zhipin.com/job_detail/1412755422.html,数能科技,北京,10K-15K,1-3年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1413350391.html,中广宽媒,西安,3K-4K,1年以内,大专
商业数据分析 ,https://www.zhipin.com/job_detail/1412692380.html,优信集团,北京,10K-20K,1-3年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1412223909.html,爱回收,上海,15K-25K,3-5年,本科
数据分析经理 ,https://www.zhipin.com/job_detail/1412676047.html,美团点评,北京,30K-50K,5-10年,本科
数据分析助理（惠阳淡水） ,https://www.zhipin.com/job_detail/1412806867.html,迅丰信,惠州,2K-4K,1年以内,高中
数据分析师 ,https://www.zhipin.com/job_detail/1411757575.html,蓝创集团,济南,3K-5K,1年以内,大专
数据分析 ,https://www.zhipin.com/job_detail/1412499666.html,法本信息,深圳,6K-8K,1-3年,本科
数据分析工程师 ,https://www.zhipin.com/job_detail/1413160159.html,百度,北京,20K-40K,3-5年,本科
风控数据分析-成都 ,https://www.zhipin.com/job_detail/1412104029.html,京东,成都,8K-15K,1-3年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1412701079.html,作业盒子,北京,15K-25K,1-3年,本科
交行线上金融中心-数据分析 ,https://www.zhipin.com/job_detail/1412732875.html,交银企服高科分公司,上海,10K-20K,1-3年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1412102261.html,搜狗,北京,20K-40K,1-3年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1413134248.html,海尔集团,青岛,10K-15K,3-5年,本科
高级数据分析师(技术) ,https://www.zhipin.com/job_detail/1413321962.html,票据宝,深圳,15K-30K,3-5年,本科
商业数据分析 ,https://www.zhipin.com/job_detail/1412755422.html,数能科技,北京,10K-15K,1-3年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1413350391.html,中广宽媒,西安,3K-4K,1年以内,大专
商业数据分析 ,https://www.zhipin.com/job_detail/1412692380.html,优信集团,北京,10K-20K,1-3年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1412223909.html,爱回收,上海,15K-25K,3-5年,本科
数据分析经理 ,https://www.zhipin.com/job_detail/1412676047.html,美团点评,北京,30K-50K,5-10年,本科
数据分析助理（惠阳淡水） ,https://www.zhipin.com/job_detail/1412806867.html,迅丰信,惠州,2K-4K,1年以内,高中
数据分析师 ,https://www.zhipin.com/job_detail/1411757575.html,蓝创集团,济南,3K-5K,1年以内,大专
数据分析 ,https://www.zhipin.com/job_detail/1412499666.html,法本信息,深圳,6K-8K,1-3年,本科
数据分析工程师 ,https://www.zhipin.com/job_detail/1413160159.html,百度,北京,20K-40K,3-5年,本科
风控数据分析-成都 ,https://www.zhipin.com/job_detail/1412104029.html,京东,成都,8K-15K,1-3年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1412701079.html,作业盒子,北京,15K-25K,1-3年,本科
交行线上金融中心-数据分析 ,https://www.zhipin.com/job_detail/1412732875.html,交银企服高科分公司,上海,10K-20K,1-3年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1412102261.html,搜狗,北京,20K-40K,1-3年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1413134248.html,海尔集团,青岛,10K-15K,3-5年,本科
高级数据分析师(技术) ,https://www.zhipin.com/job_detail/1413321962.html,票据宝,深圳,15K-30K,3-5年,本科
商业数据分析 ,https://www.zhipin.com/job_detail/1412755422.html,数能科技,北京,10K-15K,1-3年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1413350391.html,中广宽媒,西安,3K-4K,1年以内,大专
商业数据分析 ,https://www.zhipin.com/job_detail/1412692380.html,优信集团,北京,10K-20K,1-3年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1412223909.html,爱回收,上海,15K-25K,3-5年,本科
数据分析经理 ,https://www.zhipin.com/job_detail/1412676047.html,美团点评,北京,30K-50K,5-10年,本科
数据分析助理（惠阳淡水） ,https://www.zhipin.com/job_detail/1412806867.html,迅丰信,惠州,2K-4K,1年以内,高中
数据分析师 ,https://www.zhipin.com/job_detail/1411757575.html,蓝创集团,济南,3K-5K,1年以内,大专
数据分析 ,https://www.zhipin.com/job_detail/1412499666.html,法本信息,深圳,6K-8K,1-3年,本科
数据分析工程师 ,https://www.zhipin.com/job_detail/1413160159.html,百度,北京,20K-40K,3-5年,本科
风控数据分析-成都 ,https://www.zhipin.com/job_detail/1412104029.html,京东,成都,8K-15K,1-3年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1412701079.html,作业盒子,北京,15K-25K,1-3年,本科
交行线上金融中心-数据分析 ,https://www.zhipin.com/job_detail/1412732875.html,交银企服高科分公司,上海,10K-20K,1-3年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1412102261.html,搜狗,北京,20K-40K,1-3年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1413134248.html,海尔集团,青岛,10K-15K,3-5年,本科
高级数据分析师(技术) ,https://www.zhipin.com/job_detail/1413321962.html,票据宝,深圳,15K-30K,3-5年,本科
商业数据分析 ,https://www.zhipin.com/job_detail/1412755422.html,数能科技,北京,10K-15K,1-3年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1413350391.html,中广宽媒,西安,3K-4K,1年以内,大专
商业数据分析 ,https://www.zhipin.com/job_detail/1412692380.html,优信集团,北京,10K-20K,1-3年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1412223909.html,爱回收,上海,15K-25K,3-5年,本科
数据分析经理 ,https://www.zhipin.com/job_detail/1412676047.html,美团点评,北京,30K-50K,5-10年,本科
数据分析助理（惠阳淡水） ,https://www.zhipin.com/job_detail/1412806867.html,迅丰信,惠州,2K-4K,1年以内,高中
数据分析师 ,https://www.zhipin.com/job_detail/1411757575.html,蓝创集团,济南,3K-5K,1年以内,大专
数据分析 ,https://www.zhipin.com/job_detail/1412499666.html,法本信息,深圳,6K-8K,1-3年,本科
数据分析工程师 ,https://www.zhipin.com/job_detail/1413160159.html,百度,北京,20K-40K,3-5年,本科
风控数据分析-成都 ,https://www.zhipin.com/job_detail/1412104029.html,京东,成都,8K-15K,1-3年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1412701079.html,作业盒子,北京,15K-25K,1-3年,本科
交行线上金融中心-数据分析 ,https://www.zhipin.com/job_detail/1412732875.html,交银企服高科分公司,上海,10K-20K,1-3年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1412102261.html,搜狗,北京,20K-40K,1-3年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1413134248.html,海尔集团,青岛,10K-15K,3-5年,本科
高级数据分析师(技术) ,https://www.zhipin.com/job_detail/1413321962.html,票据宝,深圳,15K-30K,3-5年,本科
商业数据分析 ,https://www.zhipin.com/job_detail/1412755422.html,数能科技,北京,10K-15K,1-3年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1413350391.html,中广宽媒,西安,3K-4K,1年以内,大专
商业数据分析 ,https://www.zhipin.com/job_detail/1412692380.html,优信集团,北京,10K-20K,1-3年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1412223909.html,爱回收,上海,15K-25K,3-5年,本科
数据分析经理 ,https://www.zhipin.com/job_detail/1412676047.html,美团点评,北京,30K-50K,5-10年,本科
数据分析助理（惠阳淡水） ,https://www.zhipin.com/job_detail/1412806867.html,迅丰信,惠州,2K-4K,1年以内,高中
数据分析师 ,https://www.zhipin.com/job_detail/1411757575.html,蓝创集团,济南,3K-5K,1年以内,大专
数据分析 ,https://www.zhipin.com/job_detail/1412499666.html,法本信息,深圳,6K-8K,1-3年,本科
数据分析工程师 ,https://www.zhipin.com/job_detail/1413160159.html,百度,北京,20K-40K,3-5年,本科
风控数据分析-成都 ,https://www.zhipin.com/job_detail/1412104029.html,京东,成都,8K-15K,1-3年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1412701079.html,作业盒子,北京,15K-25K,1-3年,本科
交行线上金融中心-数据分析 ,https://www.zhipin.com/job_detail/1412732875.html,交银企服高科分公司,上海,10K-20K,1-3年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1412102261.html,搜狗,北京,20K-40K,1-3年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1413134248.html,海尔集团,青岛,10K-15K,3-5年,本科
高级数据分析师(技术) ,https://www.zhipin.com/job_detail/1413321962.html,票据宝,深圳,15K-30K,3-5年,本科
商业数据分析 ,https://www.zhipin.com/job_detail/1412755422.html,数能科技,北京,10K-15K,1-3年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1413350391.html,中广宽媒,西安,3K-4K,1年以内,大专
商业数据分析 ,https://www.zhipin.com/job_detail/1412692380.html,优信集团,北京,10K-20K,1-3年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1412223909.html,爱回收,上海,15K-25K,3-5年,本科
数据分析经理 ,https://www.zhipin.com/job_detail/1412676047.html,美团点评,北京,30K-50K,5-10年,本科
数据分析助理（惠阳淡水） ,https://www.zhipin.com/job_detail/1412806867.html,迅丰信,惠州,2K-4K,1年以内,高中
数据分析师 ,https://www.zhipin.com/job_detail/1411757575.html,蓝创集团,济南,3K-5K,1年以内,大专
数据分析 ,https://www.zhipin.com/job_detail/1412499666.html,法本信息,深圳,6K-8K,1-3年,本科
数据分析工程师 ,https://www.zhipin.com/job_detail/1413160159.html,百度,北京,20K-40K,3-5年,本科
风控数据分析-成都 ,https://www.zhipin.com/job_detail/1412104029.html,京东,成都,8K-15K,1-3年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1412701079.html,作业盒子,北京,15K-25K,1-3年,本科
交行线上金融中心-数据分析 ,https://www.zhipin.com/job_detail/1412732875.html,交银企服高科分公司,上海,10K-20K,1-3年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1412102261.html,搜狗,北京,20K-40K,1-3年,本科
数据分析师 ,https://www.zhipin.com/job_detail/1413134248.html,海尔集团,青岛,10K-15K,3-5年,本科
